id_identificador;descripcion;direccion;fechaAlta;id_barrio;id_geometria;id_municipio;id_identificador_tipo;id_usuario;id_zona;id_area;fecha_actualizacion;codigo_unico;habilitado;metros_cuadrados;latitud;longitud
1237021;BRAZO/N - FAROLA ASY216050A 60W _ B;Echeverría 8789;20/3/2024;14086;1414685;377;214;9505;24737;;;cod_12140;True;;-34,4948904;-58,4840633
1237023;BRAZO/N - FAROLA ASY216050A 60W _ B;Lavalle 419;20/3/2024;14086;1414687;377;214;9505;24737;;;cod_12142;True;;-34,5432879;-58,4982212
1237025;BRAZO/N - FAROLA ASY216050A 60W _ B;Independencia 4023;20/3/2024;14086;1414689;377;214;9505;24737;;;cod_12144;True;;-34,5465245;-58,4673194
1237027;BRAZO/N - FAROLA ASY216050A 60W _ B;San Martín 1503;20/3/2024;14086;1414691;377;214;9505;24737;;;cod_12146;True;;-34,5060855;-58,4710386
1237029;BRAZO/N - FAROLA ASY216050A 60W _ B;Echeverría 8827;20/3/2024;14086;1414693;377;214;9505;24737;;;cod_12148;True;;-34,5040499;-58,5122965
1237031;BRAZO/N - FAROLA ASY216050A 60W _ B;Lavalle 9107;20/3/2024;14086;1414695;377;214;9505;24737;;;cod_12150;True;;-34,5400924;-58,4883396
1237033;BRAZO/N - FAROLA ASY216050A 60W _ B;Urquiza 7032;20/3/2024;14086;1414697;377;214;9505;24737;;;cod_12152;True;;-34,4921382;-58,4642652
1237035;BRAZO/N - FAROLA ASY216050A 60W _ B;Echeverría 3395;20/3/2024;14086;1414699;377;214;9505;24737;;;cod_12154;True;;-34,5072231;-58,4960605
1237037;BRAZO/N - FAROLA ASY216050A 60W _ B;Libertador 6218;20/3/2024;14086;1414701;377;214;9505;24737;;;cod_12156;True;;-34,523714;-58,4889454
1237039;BRAZO/N - FAROLA ASY216050A 60W _ B;Belgrano 4161;20/3/2024;14086;1414703;377;214;9505;24737;;;cod_12158;True;;-34,5365182;-58,4997149
1237041;BRAZO/N - FAROLA ASY216050A 60W _ B;Güemes 9175;20/3/2024;14086;1414705;377;214;9505;24737;;;cod_12160;True;;-34,5361931;-58,506787
1237043;BRAZO/N - FAROLA ASY216050A 60W _ B;San Martín 1064;20/3/2024;14086;1414707;377;214;9505;24737;;;cod_12162;True;;-34,5362635;-58,4656748
1237045;BRAZO/N - FAROLA ASY216050A 60W _ B;9 de Julio 1260;20/3/2024;14086;1414709;377;214;9505;24737;;;cod_12164;True;;-34,5191506;-58,5032914
1237047;BRAZO/N - FAROLA ASY216050A 60W _ B;Lavalle 3610;20/3/2024;14086;1414711;377;214;9505;24737;;;cod_12166;True;;-34,517646;-58,4765988
1237051;BRAZO/N - FAROLA ASY216050A 60W _ B;Güemes 9540;20/3/2024;14086;1414715;377;214;9505;24737;;;cod_12170;True;;-34,5216397;-58,4729228
1237053;BRAZO/N - FAROLA ASY216050A 60W _ B;San Lorenzo 3219;20/3/2024;14086;1414717;377;214;9505;24737;;;cod_12172;True;;-34,5443405;-58,480461
1237055;BRAZO/N - FAROLA ASY216050A 60W _ B;25 de Mayo 7039;20/3/2024;14086;1414719;377;214;9505;24737;;;cod_12174;True;;-34,5253339;-58,4681698
1237057;BRAZO/N - FAROLA ASY216050A 60W _ B;Calle Falsa 1712;20/3/2024;14086;1414721;377;214;9505;24737;;;cod_12176;True;;-34,5463632;-58,4763072
1237059;BRAZO/N - FAROLA ASY216050A 60W _ B;Belgrano 4173;20/3/2024;14086;1414723;377;214;9505;24737;;;cod_12178;True;;-34,5385046;-58,4878229
1237061;BRAZO/N - FAROLA ASY216050A 60W _ B;Mitre 7012;20/3/2024;14086;1414725;377;214;9505;24737;;;cod_12180;True;;-34,5389907;-58,4922423
1237063;BRAZO/N - FAROLA ASY216050A 60W _ B;San Martín 7360;20/3/2024;14086;1414727;377;214;9505;24737;;;cod_12182;True;;-34,5015187;-58,468642
1237065;BRAZO/N - FAROLA ASY216050A 60W _ B;Belgrano 928;20/3/2024;14086;1414729;377;214;9505;24737;;;cod_12184;True;;-34,5108713;-58,4875647
1237067;BRAZO/N - FAROLA ASY216050A 60W _ B;Av. Siempre Viva 1628;20/3/2024;14086;1414731;377;214;9505;24737;;;cod_12186;True;;-34,494418;-58,4690783
1237069;BRAZO/N - FAROLA ASY216050A 60W _ B;Rivadavia 6758;20/3/2024;14086;1414733;377;214;9505;24737;;;cod_12188;True;;-34,5208615;-58,5071752
1237071;BRAZO/N - FAROLA ASY216050A 60W _ B;Pueyrredón 1060;20/3/2024;14086;1414735;377;214;9505;24737;;;cod_12190;True;;-34,5401218;-58,5198707
1237075;BRAZO/N - FAROLA ASY216050A 60W _ B;Pueyrredón 4445;20/3/2024;14086;1414739;377;214;9505;24737;;;cod_12194;True;;-34,4944089;-58,4728922
1237077;BRAZO/N - FAROLA ASY216050A 60W _ B;Independencia 7030;20/3/2024;14086;1414741;377;214;9505;24737;;;cod_12196;True;;-34,5082045;-58,4761697
1237079;BRAZO/N - FAROLA ASY216050A 60W _ B;Brown 8073;20/3/2024;14086;1414743;377;214;9505;24737;;;cod_12198;True;;-34,5407122;-58,5021975
1237081;BRAZO/N - FAROLA ASY216050A 60W _ B;Calle Falsa 9589;20/3/2024;14086;1414745;377;214;9505;24737;;;cod_12200;True;;-34,5058558;-58,5163425
1237083;BRAZO/N - FAROLA ASY216050A 60W _ B;9 de Julio 1036;20/3/2024;14086;1414747;377;214;9505;24737;;;cod_12202;True;;-34,5469915;-58,4913927
1237085;BRAZO/N - FAROLA ASY216050A 60W _ B;Castelli 2679;20/3/2024;14086;1414749;377;214;9505;24737;;;cod_12204;True;;-34,5465872;-58,4895303
1237087;BRAZO/N - FAROLA ASY216050A 60W _ B;Rivadavia 1222;20/3/2024;14086;1414751;377;214;9505;24737;;;cod_12206;True;;-34,5142979;-58,4794872
1237089;BRAZO/N - FAROLA ASY216050A 60W _ B;Alvear 6715;20/3/2024;14086;1414753;377;214;9505;24737;;;cod_12208;True;;-34,5428068;-58,4665828
1237091;BRAZO/N - FAROLA ASY216050A 60W _ B;Alvear 9585;20/3/2024;14086;1414755;377;214;9505;24737;;;cod_12210;True;;-34,5143289;-58,4828371
1237093;BRAZO/N - FAROLA ASY216050A 60W _ B;San Lorenzo 9662;20/3/2024;14086;1414757;377;214;9505;24737;;;cod_12212;True;;-34,5160864;-58,5010178
1237095;BRAZO/N - FAROLA ASY216050A 60W _ B;Las Heras 3446;20/3/2024;14086;1414759;377;214;9505;24737;;;cod_12214;True;;-34,5098164;-58,501149
1237097;BRAZO/N - FAROLA ASY216050A 60W _ B;Las Heras 6584;20/3/2024;14086;1414761;377;214;9505;24737;;;cod_12216;True;;-34,5421473;-58,48127
1237099;BRAZO/N - FAROLA ASY216050A 60W _ B;Moreno 5280;20/3/2024;14086;1414763;377;214;9505;24737;;;cod_12218;True;;-34,4942589;-58,4638559
1237101;BRAZO/N - FAROLA ASY216050A 60W _ B;Av. Siempre Viva 7608;20/3/2024;14086;1414765;377;214;9505;24737;;;cod_12220;True;;-34,5127304;-58,4862204
1237103;BRAZO/N - FAROLA ASY216050A 60W _ B;Belgrano 1300;20/3/2024;14086;1414767;377;214;9505;24737;;;cod_12222;True;;-34,5177419;-58,4896469
1237105;BRAZO/N - FAROLA ASY216050A 60W _ B;Mitre 5818;20/3/2024;14086;1414769;377;214;9505;24737;;;cod_12224;True;;-34,4971481;-58,4672438
1237107;BRAZO/N - FAROLA ASY216050A 60W _ B;25 de Mayo 4769;20/3/2024;14086;1414771;377;214;9505;24737;;;cod_12226;True;;-34,5405352;-58,4699753
1237111;BRAZO/N - FAROLA ASY216050A 60W _ B;Roca 5056;20/3/2024;14086;1414775;377;214;9505;24737;;;cod_12230;True;;-34,5132993;-58,460766
1237113;BRAZO/N - FAROLA ASY216050A 60W _ B;Maipú 8766;20/3/2024;14086;1414777;377;214;9505;24737;;;cod_12232;True;;-34,5495306;-58,4709738
1237115;BRAZO/N - FAROLA ASY216050A 60W _ B;Independencia 1797;20/3/2024;14086;1414779;377;214;9505;24737;;;cod_12234;True;;-34,4936642;-58,5119425
1237119;BRAZO/N - FAROLA ASY216050A 60W _ B;Belgrano 1853;20/3/2024;14086;1414783;377;214;9505;24737;;;cod_12238;True;;-34,505455;-58,5106731
1237121;BRAZO/N - FAROLA ASY216050A 60W _ B;Independencia 3550;20/3/2024;14086;1414785;377;214;9505;24737;;;cod_12240;True;;-34,5069433;-58,5077842
1237123;BRAZO/N - FAROLA ASY216050A 60W _ B;Maipú 4425;20/3/2024;14086;1414787;377;214;9505;24737;;;cod_12242;True;;-34,5196755;-58,5049327
1237125;BRAZO/N - FAROLA ASY216050A 60W _ B;Calle Falsa 1612;20/3/2024;14086;1414789;377;214;9505;24737;;;cod_12244;True;;-34,5119429;-58,4702391
1237127;BRAZO/N - FAROLA ASY216050A 60W _ B;Calle Falsa 158;20/3/2024;14086;1414791;377;214;9505;24737;;;cod_12246;True;;-34,5299866;-58,5121508
1237129;BRAZO/N - FAROLA ASY216050A 60W _ B;Las Heras 2747;20/3/2024;14086;1414793;377;214;9505;24737;;;cod_12248;True;;-34,5055261;-58,4868992
1237131;BRAZO/N - FAROLA ASY216050A 60W _ B;San Lorenzo 9289;20/3/2024;14086;1414795;377;214;9505;24737;;;cod_12250;True;;-34,5494198;-58,5154854
1237134;BRAZO/N - FAROLA ASY216050A 60W _ B;Roca 2542;20/3/2024;14086;1414798;377;214;9505;24737;;;cod_12253;True;;-34,5172646;-58,4699243
1237136;BRAZO/N - FAROLA ASY216050A 60W _ B;Güemes 9152;20/3/2024;14086;1414800;377;214;9505;24737;;;cod_12255;True;;-34,5411144;-58,5123533
1237138;BRAZO/N - FAROLA ASY216050A 60W _ B;Independencia 6074;20/3/2024;14086;1414802;377;214;9505;24737;;;cod_12257;True;;-34,4960611;-58,4722327
1237140;BRAZO/N - FAROLA ASY216050A 60W _ B;Calle Falsa 5962;20/3/2024;14086;1414804;377;214;9505;24737;;;cod_12259;True;;-34,5373954;-58,5050282
1237142;BRAZO/N - FAROLA ASY216050A 60W _ B;Belgrano 5894;20/3/2024;14086;1414806;377;214;9505;24737;;;cod_12261;True;;-34,503193;-58,4669519
1237144;BRAZO/N - FAROLA ASY216050A 60W _ B;San Lorenzo 2632;20/3/2024;14086;1414808;377;214;9505;24737;;;cod_12263;True;;-34,4944542;-58,5057958
1237146;BRAZO/N - FAROLA ASY216050A 60W _ B;Rivadavia 3000;20/3/2024;14086;1414810;377;214;9505;24737;;;cod_12265;True;;-34,497115;-58,5185128
1237148;BRAZO/N - FAROLA ASY216050A 60W _ B;Alberdi 5542;20/3/2024;14086;1414812;377;214;9505;24737;;;cod_12267;True;;-34,5030568;-58,4952972
1237150;BRAZO/N - FAROLA ASY216050A 60W _ B;Libertador 4165;20/3/2024;14086;1414814;377;214;9505;24737;;;cod_12269;True;;-34,5339917;-58,4727575
1237152;BRAZO/N - FAROLA ASY216050A 60W _ B;Belgrano 6367;20/3/2024;14086;1414816;377;214;9505;24737;;;cod_12271;True;;-34,49767;-58,4684844
1237154;BRAZO/N - FAROLA ASY216050A 60W _ B;Alvear 3369;20/3/2024;14086;1414818;377;214;9505;24737;;;cod_12273;True;;-34,5010048;-58,4923818
1237156;BRAZO/N - FAROLA ASY216050A 60W _ B;Independencia 3828;20/3/2024;14086;1414820;377;214;9505;24737;;;cod_12275;True;;-34,5366246;-58,480398
1237158;BRAZO/N - FAROLA ASY216050A 60W _ B;Pueyrredón 5478;20/3/2024;14086;1414822;377;214;9505;24737;;;cod_12277;True;;-34,5332838;-58,5158348
1237160;BRAZO/N - FAROLA ASY216050A 60W _ B;Echeverría 4673;20/3/2024;14086;1414824;377;214;9505;24737;;;cod_12279;True;;-34,5289312;-58,4894357
1237170;BRAZO/N - FAROLA ASY216050A 60W _ B;Libertador 8885;20/3/2024;14086;1414834;377;214;9505;24737;;;cod_12289;True;;-34,530131;-58,518344
1237172;BRAZO/N - FAROLA ASY216050A 60W _ B;Las Heras 3025;20/3/2024;14086;1414836;377;214;9505;24737;;;cod_12291;True;;-34,5151646;-58,460987
1237174;BRAZO/N - FAROLA ASY216050A 60W _ B;Calle Falsa 1876;20/3/2024;14086;1414838;377;214;9505;24737;;;cod_12293;True;;-34,5142057;-58,4992588
1237176;BRAZO/N - FAROLA ASY216050A 60W _ B;9 de Julio 7249;20/3/2024;14086;1414840;377;214;9505;24737;;;cod_12295;True;;-34,5136275;-58,4893146
1237178;BRAZO/N - FAROLA ASY216050A 60W _ B;Pueyrredón 9546;20/3/2024;14086;1414842;377;214;9505;24737;;;cod_12297;True;;-34,5385953;-58,5173368
1237180;BRAZO/N - FAROLA ASY216050A 60W _ B;San Lorenzo 127;20/3/2024;14086;1414844;377;214;9505;24737;;;cod_12299;True;;-34,5188048;-58,4716093
1237182;BRAZO/N - FAROLA ASY216050A 60W _ B;Libertador 3328;20/3/2024;14086;1414846;377;214;9505;24737;;;cod_12301;True;;-34,5281467;-58,5158016
1237184;BRAZO/N - FAROLA ASY216050A 60W _ B;Libertador 5509;20/3/2024;14086;1414848;377;214;9505;24737;;;cod_12303;True;;-34,5126107;-58,4801968
1237186;BRAZO/N - FAROLA ASY216050A 60W _ B;Belgrano 5020;20/3/2024;14086;1414850;377;214;9505;24737;;;cod_12305;True;;-34,5195726;-58,4799864
1237188;BRAZO/N - FAROLA ASY216050A 60W _ B;9 de Julio 6692;20/3/2024;14086;1414852;377;214;9505;24737;;;cod_12307;True;;-34,5081675;-58,4867353
1237190;BRAZO/N - FAROLA ASY216050A 60W _ B;Sarmiento 6988;20/3/2024;14086;1414854;377;214;9505;24737;;;cod_12309;True;;-34,5101042;-58,4972513
1237192;BRAZO/N - FAROLA ASY216050A 60W _ B;Alberdi 2951;20/3/2024;14086;1414856;377;214;9505;24737;;;cod_12311;True;;-34,5130691;-58,501943
1237194;BRAZO/N - FAROLA ASY216050A 60W _ B;Brown 106;20/3/2024;14086;1414858;377;214;9505;24737;;;cod_12313;True;;-34,5317675;-58,507389
1237196;BRAZO/N - FAROLA ASY216050A 60W _ B;Güemes 5379;20/3/2024;14086;1414860;377;214;9505;24737;;;cod_12315;True;;-34,5221007;-58,4934704
1237198;BRAZO/N - FAROLA ASY216050A 60W _ B;Sarmiento 8475;20/3/2024;14086;1414862;377;214;9505;24737;;;cod_12317;True;;-34,5216088;-58,4659292
1237200;BRAZO/N - FAROLA ASY216050A 60W _ B;Alberdi 2880;20/3/2024;14086;1414864;377;214;9505;24737;;;cod_12319;True;;-34,510469;-58,5029728
1237202;BRAZO/N - FAROLA ASY216050A 60W _ B;Libertador 5591;20/3/2024;14086;1414866;377;214;9505;24737;;;cod_12321;True;;-34,5443968;-58,46288
1237204;BRAZO/N - FAROLA ASY216050A 60W _ B;Alvear 5185;20/3/2024;14086;1414868;377;214;9505;24737;;;cod_12323;True;;-34,5365216;-58,5080522
1237206;BRAZO/N - FAROLA ASY216050A 60W _ B;Av. Siempre Viva 857;20/3/2024;14086;1414870;377;214;9505;24737;;;cod_12325;True;;-34,5353094;-58,4914918
1237208;BRAZO/N - FAROLA ASY216050A 60W _ B;Echeverría 1293;20/3/2024;14086;1414872;377;214;9505;24737;;;cod_12327;True;;-34,522675;-58,4668318
1237210;BRAZO/N - FAROLA ASY216050A 60W _ B;Güemes 3285;20/3/2024;14086;1414874;377;214;9505;24737;;;cod_12329;True;;-34,5068992;-58,4969613
1237212;BRAZO/N - FAROLA ASY216050A 60W _ B;Pueyrredón 4097;20/3/2024;14086;1414876;377;214;9505;24737;;;cod_12331;True;;-34,5411457;-58,4787427
1237214;BRAZO/N - FAROLA ASY216050A 60W _ B;Echeverría 1846;20/3/2024;14086;1414878;377;214;9505;24737;;;cod_12333;True;;-34,5032948;-58,5068695
1237216;BRAZO/N - FAROLA ASY216050A 60W _ B;Roca 8586;20/3/2024;14086;1414880;377;214;9505;24737;;;cod_12335;True;;-34,522127;-58,4865557
1237218;BRAZO/N - FAROLA ASY216050A 60W _ B;Belgrano 7578;20/3/2024;14086;1414882;377;214;9505;24737;;;cod_12337;True;;-34,5419997;-58,4921214
1237220;BRAZO/N - FAROLA ASY216050A 60W _ B;Castelli 9257;20/3/2024;14086;1414884;377;214;9505;24737;;;cod_12339;True;;-34,5142729;-58,4629976
1237222;BRAZO/N - FAROLA ASY216050A 60W _ B;Moreno 8370;20/3/2024;14086;1414886;377;214;9505;24737;;;cod_12341;True;;-34,5243956;-58,4655887
1237224;BRAZO/N - FAROLA ASY216050A 60W _ B;Moreno 2707;20/3/2024;14086;1414888;377;214;9505;24737;;;cod_12343;True;;-34,5053807;-58,4915195
1237226;BRAZO/N - FAROLA ASY216050A 60W _ B;Las Heras 4150;20/3/2024;14086;1414890;377;214;9505;24737;;;cod_12345;True;;-34,4996082;-58,5033613
1237228;BRAZO/N - FAROLA ASY216050A 60W _ B;Echeverría 8640;20/3/2024;14086;1414892;377;214;9505;24737;;;cod_12347;True;;-34,5209242;-58,5056452
1237230;BRAZO/N - FAROLA ASY216050A 60W _ B;Moreno 1369;20/3/2024;14086;1414894;377;214;9505;24737;;;cod_12349;True;;-34,5071873;-58,5059304
1237232;BRAZO/N - FAROLA ASY216050A 60W _ B;9 de Julio 5338;20/3/2024;14086;1414896;377;214;9505;24737;;;cod_12351;True;;-34,4964184;-58,5151653
1237234;BRAZO/N - FAROLA ASY216050A 60W _ B;Mitre 3888;20/3/2024;14086;1414898;377;214;9505;24737;;;cod_12353;True;;-34,5270179;-58,5108317
1237235;BRAZO/N - FAROLA ASY216050A 60W _ B;Sarmiento 1152;20/3/2024;14086;1414899;377;214;9505;24737;;;cod_12354;True;;-34,5251079;-58,5001471
1237238;BRAZO/N - FAROLA ASY216050A 60W _ B;Moreno 6912;20/3/2024;14086;1414902;377;214;9505;24737;;;cod_12357;True;;-34,5462641;-58,4700265
1237240;BRAZO/N - FAROLA ASY216050A 60W _ B;Pueyrredón 9669;20/3/2024;14086;1414904;377;214;9505;24737;;;cod_12359;True;;-34,4932363;-58,5188281
1237242;BRAZO/N - FAROLA ASY216050A 60W _ B;Echeverría 9532;20/3/2024;14086;1414906;377;214;9505;24737;;;cod_12361;True;;-34,5271771;-58,5196462
1237244;BRAZO/N - FAROLA ASY216050A 60W _ B;25 de Mayo 4992;20/3/2024;14086;1414908;377;214;9505;24737;;;cod_12363;True;;-34,5047915;-58,4687931
1237246;BRAZO/N - FAROLA ASY216050A 60W _ B;San Lorenzo 8918;20/3/2024;14086;1414910;377;214;9505;24737;;;cod_12365;True;;-34,5051491;-58,4872321
1237248;BRAZO/N - FAROLA ASY216050A 60W _ B;Urquiza 3713;20/3/2024;14086;1414912;377;214;9505;24737;;;cod_12367;True;;-34,5207062;-58,5036239
1237250;BRAZO/N - FAROLA ASY216050A 60W _ B;Lavalle 575;20/3/2024;14086;1414914;377;214;9505;24737;;;cod_12369;True;;-34,5266686;-58,4798676
1237252;BRAZO/N - FAROLA ASY216050A 60W _ B;Pueyrredón 2804;20/3/2024;14086;1414916;377;214;9505;24737;;;cod_12371;True;;-34,4995697;-58,4648275
1237254;BRAZO/N - FAROLA ASY216050A 60W _ B;Urquiza 8851;20/3/2024;14086;1414918;377;214;9505;24737;;;cod_12373;True;;-34,548382;-58,4963588
1237256;BRAZO/N - FAROLA ASY216050A 60W _ B;Güemes 544;20/3/2024;14086;1414920;377;214;9505;24737;;;cod_12375;True;;-34,5449632;-58,4942832
1237258;BRAZO/N - FAROLA ASY216050A 60W _ B;Moreno 3077;20/3/2024;14086;1414922;377;214;9505;24737;;;cod_12377;True;;-34,5469829;-58,4972538
1237260;BRAZO/N - FAROLA ASY216050A 60W _ B;Sarmiento 7549;20/3/2024;14086;1414924;377;214;9505;24737;;;cod_12379;True;;-34,5303893;-58,4743262
1237262;BRAZO/N - FAROLA ASY216050A 60W _ B;Pueyrredón 4658;20/3/2024;14086;1414926;377;214;9505;24737;;;cod_12381;True;;-34,5048794;-58,4700845
1237264;BRAZO/N - FAROLA ASY216050A 60W _ B;Las Heras 1441;20/3/2024;14086;1414928;377;214;9505;24737;;;cod_12383;True;;-34,5217816;-58,4750585
1237266;BRAZO/N - FAROLA ASY216050A 60W _ B;Calle Falsa 5833;20/3/2024;14086;1414930;377;214;9505;24737;;;cod_12385;True;;-34,5365467;-58,5158829
1237268;BRAZO/N - FAROLA ASY216050A 60W _ B;Maipú 759;20/3/2024;14086;1414932;377;214;9505;24737;;;cod_12387;True;;-34,504746;-58,4630233
1237270;BRAZO/N - FAROLA ASY216050A 60W _ B;Sarmiento 433;20/3/2024;14086;1414934;377;214;9505;24737;;;cod_12389;True;;-34,5127199;-58,5056873
1237272;BRAZO/N - FAROLA ASY216050A 60W _ B;Lavalle 1974;20/3/2024;14086;1414936;377;214;9505;24737;;;cod_12391;True;;-34,5161618;-58,5069221
1237274;BRAZO/N - FAROLA ASY216050A 60W _ B;Roca 4298;20/3/2024;14086;1414938;377;214;9505;24737;;;cod_12393;True;;-34,5039861;-58,5099327
1237276;BRAZO/N - FAROLA ASY216050A 60W _ B;Urquiza 1976;20/3/2024;14086;1414940;377;214;9505;24737;;;cod_12395;True;;-34,5033325;-58,5101741
1237278;BRAZO/N - FAROLA ASY216050A 60W _ B;Independencia 1871;20/3/2024;14086;1414942;377;214;9505;24737;;;cod_12397;True;;-34,5152789;-58,4642668
