old                                      new
0b9783ebc3a7bfc5d7196bc4c087182c37a9c9a1 df31ddcbe0a0c3f930d6d288c1b723cb21dbbf1b
0be9a8d4231a1f10200ac0454df7312bdbf7d86a c30c31440a2a0cd8a35f03b7b4d154be51a36dfe
0dd6087df1d58bb8a77e1684f52b7b4173c1adef 6222ae8e4574a26e81b97ccd1032945226b57ff2
0deb95f4d350c1a7e9299eadcef49d13d8340e01 40621f06b34be0c0fc49d017e4ae5d9fd6ff2fef
0e222eb19854e9a433949c45c5c759286299445d 0e222eb19854e9a433949c45c5c759286299445d
0e59df7e4bdf31c5de3d76db3659f1d5ebe6af72 022bf973db10e54808e754fff11c155cb722e1ef
0e5ab5df6300f699812db6dc53b9c1075432f3af e48b8c1cf58d0ca5d75fdb1376f859c985f84fd5
0e5e21758567f7cd26110533eb94bc3f9b1fe522 0b1f9d7c6e025bc6eb7db01181c14863b5c60738
0eae3309defcc42d7534b3482de1cd9156c55d4b 2e67bb6863c6a21288a945888422b1f68c9616b8
0f6e07be96bbd99d3a1818efcdcc9badc550dac4 0f6e07be96bbd99d3a1818efcdcc9badc550dac4
102930143174e8d13e07bd147aabd110d26ed9a3 384d2d9691b48a819e37e419b969cd055a4e0400
10c6f4f3b3f0b3f4d2766bf5c00eaac7df172f77 79da7abaab2c2a5cdf869504011598011390e515
1232c8828c4a06953b574aa2c37e214b0c011e5f c8dba9087a20f2daf0414be0555487c1f982bb44
124077689a23b528ee47663df0c925b2f2b40132 f73faba978aab44ed990dd18260e8a55c320d094
1322673b44e6b0d974cd861f4fedde38d8f41263 76bc05f59fb74e67f51532bfd095ef795ae4ea58
139008f18ae7f2d52609cb998a378cd894d1bc5d 139008f18ae7f2d52609cb998a378cd894d1bc5d
139332ecbee8a00cfb798ae4219457efc3c3de5d 842821012bcbaca0a2d9e5e903d043737d4ed264
139ed15129ee62ef21aaf00dc07a17352e209762 8817495c5b328fd7bc62a8cf86416d472ca3c429
13ec8a88cff5d14686c2564f503fb2d5ce26442e a2a57d94e978218fbea607f2e3af333ab59086c3
13f66e1d8ddedb42a2d58232a7f4c600d96092f8 5954afc6218f7ab3f37b3816cb9d99c3c9dcf7c9
14f9a138c464c9e6ad42b4ae64017a7deef0b23d f69825b311aa8a9704d6aca9834e44a48015278b
15404ddfd4c9a7c36c748182f1987b491d5a59fc 15404ddfd4c9a7c36c748182f1987b491d5a59fc
156f3949b726e9989ff85177b76c3e2c31146b34 8db9682a937577acf54fd760be7f1b5fe0b0fce4
15c6d7cb7c34b9b4d7fa14e64047ae9ab3a80121 a4d4e3d05e92b7b5c7d6205a4d8efb8c0a3308d4
15e74dfb3e4e9a965b3a74e28d9e47068c969879 d435f218a1ed52c6e17d720977e680a9f0c508da
164b81708d1723040b571083333cd0296ae4f13e fbd6924127cee0e37fb1b726e3cc263f54c0f5db
1690c24df23ae418b0810f57838d2c8823ba8d63 1690c24df23ae418b0810f57838d2c8823ba8d63
16d4c199ed43b2ed638ae6a082aedae86b2d278d e2ebeb637a43ca1fd454ed9c1cfbd6a163e66355
175df99e306930ad7cc17e0340099482565bc0d7 887c9c66a8365d09d6f4222868f3e20db9406fb8
17a37dbd9218fe7504d20cae7d273118ac0de4ca 410f3afef184b9fe23b5b1f1da64eb05400a0f0b
17d445433f2e4d656f4440bb3d3f51c5de59099e 886b53eb4acdf3f2d5c0b78dfa98e53996840d13
18695729ec5ea6e8d0be1aeba181d2f31a79e3c0 73dac5ca171443e33cea180222a082fa7b46deba
1a69f0167caba031c7b10fa6fc40c9aee2967602 bc7874670d540ba0464cd308924bcf550ed447a5
1ad7124b2464830245a7423b47801dee4856dedb 59bd2c51902f8bc293dcffc73c98f543c3186464
1b725661e57e654e00b143d12fa19f894e511299 863b1fe674c45554665415638b70c341b196130b
1b9b0c9eb97f2593561153c79e7041873c1dd904 89b53826bd12f875a91e62918a738dbea9074bb7
1b9b0d33088be4ad13dbc46be669b429a9c71e74 2642619a280d53286f6e80e20b40c15b0147153c
1bdee396d0c9e4bf615b3b3344540d4e390c4377 3448d5235733c4948986fbf02007eb6245dd3f2b
1c8cbcf1fe37d8d0c1ef38b1fa4415c9564a4507 da25add5543e5649d979708893a03bf7363a197e
1d24ea83c55b248865ac571f410a5def8e53ef44 1f78f177d8a35d0d05892422961009fea9f2c569
1dc09d5264e6f69044880c49553628890b279bde a32ad58d29be8f9289d4250b6562fa31eb09664c
1dcf2c3bf10d30a6880188090543ae09d17f00a9 fd908eb4b1f636a7e40b4c65667777b70691d280
1e34c684741175634e5de74b8aac413589f667b0 2f5a902bf7ce7f8711916878167310b3c81659cf
1eac61769e02e5b4755ac1ee06ae14707b34cc13 8b0ba00bdae88d3871e7ad34869ac0d3936ec53f
1fe6d2cd9eb9ee27fd03c91e2d10c0979869ba6c b84f3fe90cbf16700193f40ec423b395851df647
20235b10ba028535632dbb6ecf5e02eadc2f4226 899b7bdfe3d479b570f9d8c5a5c746f09a2e73b1
206aa3274495f2e6d017ed08f236d29e08b297e7 413ac180d2f9427abf3fdc813b95f84163d95d7a
20cd995b358e0743545f98906536b4a59900371c 8c8918c8fbdf095d5510014c5fb27083f1a41e82
211026379f8a781b7198bb5c2077580873642420 423ed33842d74c47a27ccd061801f1cfa4fa76ac
2159865d73281fb0664db83b52be9934912afc76 d629193e5481f80da79351a9f6389f4620766b42
218d731599dc0e1c3f41c6526f2bc68784afefe9 1765728d337712a6a3610534ea818947e3fd1a2d
226eaeb19a604d6ea0c156472545fd79249d4c41 c0aa6993d14c81635881d281aae45551584de24f
22cec1bffa3b5a9370d2574fc26f8ccb5852a5f1 f1e47d6c589a1218f4f3c1cd259906523492944d
22d77c47b8aac74cf3488b4df483c43fb18dd1f1 c839bf69a4db2a85c238ec393cf0e598acf4dfdf
23191b782e66b7523f241311f3811216c254b92c 8cbf303911d08818317c4ac5e25ae268023f7674
240f4d8064368ccb1e82b7a2702637acad61886c 24cde53ad18aff32c0eba4211d9a5a9f3237c313
246adc76be3086ee14c239ed78fa34a8bea03650 1cce64981fe0ee0c511724bead3d184a7d6a6517
2487594652042c564d486248d61d1f0d842ba185 eb99ad83dd1fac6a5578bca40500fef44a5a9857
2519e97bfd1326eda937c628b0382dd891769469 19a9bbe7d5a240dfc8e4ea4e3174c1429f364083
25cb17984b68b121737f7232fedbd9e4891f587c 756fb92c6b71d87138101a0a7f2f86a4cb1c984a
27c0cbba23408807231cfea6cee34216b005e1d9 c7f3900ae2e1ed5a03bbdd432aca911d113675bc
281346c6823c877653ade9c3c03c96504b297251 446ad6eaa2cfea64a5a8a81b1bec9594ef766099
2918f56530cd4d4b08504671cb05a63fa0ebd8d0 6533ac5acd1b46fb40faebabbf1d757d57b2ec80
2957ec75afaad7f81264829e578ac184be381aab 677033aa27dfa1d77880a62fa6a51d61195ca954
2996bb5a0cbd8d750d412e6a0b0786b6d3349766 531395702a374cd4294399a9188518c7a1c67862
2a930bc5d8319fe7e66fe718a82336f1109651a6 c67c487d6d5152782b4c97ed30f3b01c51f41f1c
2a9c088817c4c3ed317e5a4efc356d4b1e1d6f4b e6a1ca1bb1531ff6dfd00c96826f699b398a4b15
2aaa61cfed73d882cf6b3ee046cf2247e1f02143 aa2962f8985769b0e30dfd7b48a1595c95b462f1
2ab977c682b0156856113b7ef45095bbba823067 2ab977c682b0156856113b7ef45095bbba823067
2af84c33192f8e1109fe457af725c47f8f7812e3 634b6b166282fd82b22f8c206c47fa0676f579b8
2b17b614df35fdac0abe0409bb0e2b949dacfdf0 fe475e25baaa97667c7338acc11e8d9ec885627a
2bc6a214f3b0c1a2136550e0964967025710f8c5 262f152380f804c84c75fa7042530e3946be95bf
2cedc24476729ecf1687ce47c4d31d6e9c050bfd 70dd0837582c2da8a59cdd582ccc9b66e4e366ed
2d229226a3ca431ed459627f378fc3b332568262 de88ced503b847ad1a49572cd177eb7ae53c20d2
2d52d9591c47544e726da3bf377a37baab198e2a 5f4361254d0fdeef13596808fbd967381a65da00
2e3b3b7cca9fbc656491f34b0657dfa1d4ba42e4 106eb587e52f7175d2fcce6bf34e3025eb9c4df1
2e7640d08aeeb3a907623c51a54ea4f24a5a27b8 2e7640d08aeeb3a907623c51a54ea4f24a5a27b8
2eb50c63e0ee316ba3e75c5bf53b9d3a37f8fe23 13d4c06783ef4da77e17311a8b150c68464988dd
2ee8eb2c5016e063328b1d5838cc3e82f602860c fca5a7e4cce2e37f121f302cded32ebd73a83b10
2f186f4d8cc9319892decae6f589831ca4d52d14 303b8c23410205b1c2656a025bda689c8f9a06ce
2f9845c540d39e3b1ccbb1e5b4e739a69a8cdaeb 4fd2b2c348b346b1551e9ab06e897b7562c4d832
2fdbd2cc50230eebdb253e2c303504ca4fa8528d 124d8daee92fab95dad00a369774c1b54556154f
3105a9c8ed60daa27618194bdfbd742f47d39930 ab9ddf17d8cfeb46bfbad9217501bc641cd4bc1a
327e8638543763d1b7808c34dcb6d2be031ac883 9eee629c88f4d40e9853065490418375111831a2
32e0ed601b2c35901d8f71d6d2313b92df66dbfc 05eba5d7b43aaa73f68fcf9deabc5dbd1f80f680
33c2cfa027f9a60ada1c98de5c0ce400319f8643 0905a6c871700a7df917404cf8072b44333f466f
34065353e22048aff1e4d3b15cce8166cee272da 24e71836910ba14ac6562b6cf4707e28fe8930bc
341e895a837e87edf3e4f48e6b07ae57ff424edf 341e895a837e87edf3e4f48e6b07ae57ff424edf
34f0bfc2fc110f7cbf915f35b1f396445bec8ec3 cd662dd8f486b78169e33ff0fe07fffd8c437dd8
35750300fc9c49ff7922191334b6ca2cf3b16509 fb7f740a6772be106789a4d7204cbef240a53b14
3616cf663c1ae3b2578c2cf822bec49cedb16248 5f7babef88d2ff190dfa09ec6b63930796042200
365b5ead235941553ec60f0bbc28578a78c81ffa 11561de669bd249dbe55f3f8140b9901f503d64f
370ff9e17f0d78a67836ab9f77ea476702bd1dc3 370ff9e17f0d78a67836ab9f77ea476702bd1dc3
37d50345476aeede269b6b24c2ebea0b07fe823b 19f611d25948d0f10dc948094eefa161ff312672
38272803f94c31a044f0813684577b47fa762b66 552745d549572aaa79d7f71bb4056f48501169b1
385ecb5eec3f2d91e1a4eb1f440204958d433999 8980aef5a12b5dfbde05aedd2a1e480208e8dd6b
38697b10ffaaea79b18455e84568fc5502f7f0d2 00710bfbd7f6292d21e16ddc60853aedb54545d1
38ee0687e35f859155e6f50f3c13d913d19cc482 3a44e49763f9766f596dadfa302fe0c8f2cfa174
3917115f322d64f7b5c8b46c8315a596ae0075a0 f33c1b488d03169fd2318d5fef24d39ebd5c5204
3946ef5916aaf7e36c2dbe47f2db40f2bc44e3eb cdd6c53a0b159cb448910901ffae4fc903c31019
39c0d96a67384353d063a0251a244bc9432c51c5 651bcb0110c7c6cd0a46617c829d9a2d81187bfe
3ac9739a50891bc0f2d5e054df6d7b3a64ae6413 ba18a86b611c9c640fefa467fef00dd8424070a0
3c023a8dc38045b58e422678a4af0418db542d3e 1ca880249fdc7098e7b302a3ec7028c2ee81333a
3c54ff6c990eeaf85929b5ce8b214bbedb2d85d9 1b0383de5280f277f7e56f324f6a7a848908c5f7
3caf65ad025cff0e88fb7d725d9a8ea7eccb72ce 9af103dabf70a309cb55f5915177005133447a3d
3cdade7c0f699055dd18747f0df421135ef08802 0e59d389517d4bfac27fdb6095f284aac88c0dc0
3e3ead7522e38a42ea10264f8528f11d90df82fd fb119487ab978686f66d04e1f86a8b516de55a64
3e4a532c16b8b487b2d6cfb82aedcfb91c3869cb 435296a2300249e1d65e181508f7f12636d4cca4
3e781eb38f30a694104bacab0136f6c454e7980a 41b12434e0dcc9535cafe6648d07aff4d1d28693
3ea284718f683b2c44a11c56268e0ac4ed70b80f 60c2920f3589678f797d217fd1bcb29d78ceb5ef
3eec3d0974e99e1d97c5bad33823863e8010801d c167a52d4d58ba7650e36c3db8bcb86bff63dfe2
3eef4aafdbdd8bf0f51f1b10e4ff3ec2b800eaf2 d775c772ae119f77b0bba2c9ada1b0cb52e6b400
3f44bdef690de4d8ab4056177991a4fccdd9df88 c18b0e8b2a0f90fbe6272d0df5bdaa4fa95ba943
40278150516c7e2ad92360f58d136e82b134c5f6 c38caa4832219936cc50fa3c477dd172c1cd26b0
406f380539e6020b3c264191a3c3ccb41a7b31f5 469aee382d61db1fc12a9de275c944438f07203e
4159a74cfc029c508bf77dc93638d683826f49e6 694e612b126b207188952746518fdd5d64920e1a
424341c83a596d42c3358ef2ecd45ff04649764d aca84008bc4ec5608d31e19d9d0eb81473000701
43e310d19bfa61b225538dee722fa38b274ac2a8 d59572c63a67ecbaf088025e8e44d73ba4479a49
4416fa70c23c84d0938f822788c03422564c7f90 5f74559b93b49b9b05291951d922c6bb07069df5
446c0fca207711a7689edb04622ea89b5ceb4818 2fed365878457870f0638cfeff691d9d9999afa0
45a665ebba9e15d3aed24f3bbd2d7341b25bbf13 106a7eb2f7591e01e1be53106a01e59ad30da84d
46aa10704077145f7dfed19bb53e0e67450c9043 cc8b4c533e8a5d6cc3aefed37aea0e03437f2f2d
46df5783881a23a54bebcdaf27c7d1d1f9cb3238 454a827fd0e8c422b58396ee252137abbb473c28
472c886df0c1db17512e132a5694b3421299c1e9 4534b183448c1f24c9d1bded6f29ef6a3a446a4d
47b32acc1bce250ce8f79193e7481ca4679638cd 89cc78b2059710a448705191e44c036f85e31619
47c1c6ad8ee43cfbc7f954c3d8476d6156131ef4 81758d4c4fd75cd074b0e45ebe7906f8d7600149
47ebbe1f637be6ee470cb8829f3f0e4de4f0fefe d42bed43f2f185a3156d1ab629bc1491e5dfb010
48e4df61e8bd4a8e8e99792c3666bcfba081777e 3b890007493820491dc010955faba437bac0d283
49ebab9cdb70815308f82b65ea275dd3df90ce17 39e7b47bb78697f849ff0aae90ad30b73c44dd2b
49fa795eb8402fb53f91daf79218ad8121c0d3f4 533e086c7e46b225d18883d31657eac902911648
4a444c98f3099cc4ca10db1a2af7ae8eef5905f1 c2a598fc1af565351721d9197ed009fb417a2bf5
4a4b6d9d04ef825aac22cee04a8a72a1c6284371 b602d216e9ba49f641da486a69289822de89cbd8
4ab587a21afb18db1558b2e52ad9be8c636ac8bd 4cd1847da0b3a734094477a9d0825d5309904691
4b06095412aaab730bb4a4110b6045dbd276cdbe 650f50fa2282391d768793ac52bd3fcbe4188a19
4b0aa50e4ac1c990331d3301b4828af691906cd7 2589d025852f9f146371f5fa5115565b335154af
4b967a51ef8bbc53a073bf16144795fbb17b2f78 4cf1bb929a4a261303b034048902bd34aeefe9c5
4ba270a5dc73600bc86f4144f6ad64be6fad2fea 905cd4d0a17a3db4bd01579e83e33465edf42574
4bb6e84681c9b94ade72dc6545f66d1920647df4 fe4e380271f6982e70d62183872e1d1a014c2ca3
4cbdca078a16ed1247d537819c38bf3451993420 5dd1a7be9acbfb911eb78711b60243a482d9bd7b
4d6b7cb05a734b800eb73571f35b208396a39689 b2cf78beab5dd37bfac7de2abfbe70739843f5a2
4d8dd456e11b58f71e08d0af6c4134473ae34319 7435c97e1a1be5c97db8534f1b70d8feccd52129
4e10b726fca012f63055544516912ad66b9597dd 5c6013272aae54c05b95fc93e641c3221e9ecbc9
4e488ee7d9e7e1d68a7ae2e1692cee2f11b98bd6 192ba2c2f5c80ace96539e3a1847631d5a80750f
4e59888cb2609887e03ac89e751ebb43eb5952e4 a2af197cc2f2fb8d0812f05ab960583c064bd4d5
4eec6adee49c1560ed2a9d5b73dee73c34b172ce d77865dbcdfe269bc66f445282ab277d3ef3e15c
4efcacb268c7f2e1423d957ff9d787ebb75f1974 c21e8df391f0068a936ae2a8563fa1b96d79573c
507a8da5e09a924aac9017262b6068fe23cb1ae6 6e00576c927705c65b2778d77d22ec8b3ca07756
50a2a886527a0d7a0d84a91d94122b4f7bc4de36 5856dbf38e931b5450374bdabef5c06f0a148c65
51335d46b27d7dd845d4fa2d5d0883498d6f3d4e 7feb2ca4635ec62153437be1b6c4a7843d861e74
514d8cbf43dd2b365170533580504f3de49dea17 4034efd951b50df7ad6163d4153d02c6579dbe25
51ca34fd6ae3f2a5ad8873d1a7429c84422ae382 6339967959bcdae9249be3c9a340fe557f5276c8
51ea0aa9fa8c1217718b40b02f350a8c3ed520b3 f0f2f12b5936d3870d566d3243924bbbbb5410a5
52897cbd376678d7a2cf9644375833a807d22984 a2a73cf9e525971041d7e39ce73a28538e64352b
52b3167c72789cfbc16792588b83fd03efc50abd 5ce4f52ad4a8d9003c2a46ca8728abf5dd188e73
535f2d75b7b0bd5fc0098b77fb79dc8e0b5b90f4 f5d96684b3e75590816cb99da3f16422e3a87b09
53edc28ca7d6a5bd6a7363ab7a51d6d6aa2fc2ec 9aa6f0fc3bf1580f34aa724b3cd6612f9febf688
5497d3ee3536ff167196a15ebf475006acf81c28 38eb53da332af4c98d04584aeb1c95ad7eba0d2c
54bbf07957ff4da01f8ac0f3da8b3dab016dafc2 ba126b6d2f7a9c0bfc449417eff60321822e9b2d
54ea5bb66b2fc6eb7ad347fccd2ed57415a85eb9 ee15add78f7e9af41ef21b17784971fc9ed9a499
553b0a38ae216a242c2a7f4c7407e41c51c96be9 440851b7ee72bd21d88bcf655541a22f22fd9096
555abda5efa0b680e0c249179986fcf875601551 61c9da068837173efea1e606b1b940726ae3d42e
55c7bf1af4274bbd1cefd8c81dd8a9b2e1bc5566 e5725320b06e85ecd605f8680fb5a98736439586
55cd54717f25185297ecdce8147ee2fedfb4c364 aa46430f070105b28f310d4d5796b35d53eadacf
55fd9824c47cb58184f5ddc932ade717bb844c8f 79336ae4c81ba8b526c8847c8ac84b842f69a6d9
5651bbcd72d3c701a0bf5e4bf71efaceab137107 1857c5e40a7332e95c592a187414c0cd251b4c0b
569dfa71a9ebde0ba03f3985bdb1a9b2870b77bc 0cb55ce9abe7163d82c93564da8110f0d2fc041a
57270b2969c21ab4167d1a95f2581c7a76e7e463 57270b2969c21ab4167d1a95f2581c7a76e7e463
575f17deb31752e72e2c7fb38c69b9a9c37863ab 304047eccf239d6a23fb88dccd8b386287ed042d
57c51f1516183ea3e2882b5724342d6a7b369137 6aba636bb66458164958c79862768de2fe8565ea
57e1daed193807454f17e4915e804b4e65dcad36 7861407582268d008d9cc22d148c966d8f7521cd
5867e01d5cc1ccf47c3351ae691d66af23b25d13 e405a24e5e1e625622aa818cebfb296edfdacd44
58ddba7b7d7ec0245d5f01ea5691ad29f64d12fc 84fe096fa3bd005db2227e39bcf52f8a5917310c
58f08ef3aed2bb69153b64a22310bf9f0e16b406 742665d36181c4aa23da43206ecc834eb8e7adb7
5a5624828776d1c1d55d73e995774bd36d9b9f9d 9bc3d7c53882f109ec1ec8e9130a93e997ab4a92
5ad25629a7e1630ccc187cac2abc3d59d15bd48e f284532967304f19929c2c8f638231bb0ad88cf1
5ae6d076d5451f71799bfaec8328de839f562866 57fbb216f9b71617170cd8bc0d1ffb7795395d18
5bd787348eebb35ae2e51c84dbbf031183bb0d70 cd103ccc6bc7bcaa1c26977e61e701467611cd99
5c31ec68b71ff2cb20cb14fa715ceff9e07e81e5 28a14ae751d4c80a92934256d733f88ac36df7b4
5c9cf1b815137704158cd5518e5fc6cf8b852917 4a36f6660414d59ffdf00005c995f3e54f9bb722
5cb3aa3debafe10201517052e552fcb2a4b09f00 99a34c466c4b08967d24972a04df4b311a69f27e
5d61f7ddfd467a7e4f8fb520a024c1d7dd52b7d7 bc1a3b68e2bcad280fbf89082615c864327871f2
5d7042585fa43ea52ee89a2e4c86a3b8a9f154a3 42b83851dcfee9cfa43b6abde2e38ace9827bc79
5d8108018c0c77289406bd668f533244b0cf885a 360cba76c3911f0c6c7c9267e0b29409f7236eee
5dbdeb10b416307bb4be14935788393a967e8bac 713c331492b0d922c545ca200a6e837522e468a7
5dfe00c456c44e887455d5147847d651cb096f3b b5bff8787e8a51ddcb5b2a028d4e51eafe8dce0c
5e27a414987ad5c091560c8266077d244ecf318f 58f6d141ddd5a21075cceb430cd84ed199bd3804
5e581ba9925e908ba5213da97947dcbb62457310 caf9e3d6867f3b2c991556e6909d96708495a52c
5f17ff5a70d393deceb5f7f1430b2e957b3d2aed 5f17ff5a70d393deceb5f7f1430b2e957b3d2aed
5f5f09ad3aa819772494668178c6642ad39c765c e74d26518a7d2f275546e0a465a93581a16e59f9
5fd72b9ba251b8084e62762609ce9f81451154bd 09a6822dc7e4f8fd8188d4e3f8e23becc76a7849
610c0cede7c7db0e9dfcd5388090057d12ad01f8 dd354f376af166b9a73dadc6b7b73098c8a39d8f
6114faf213c76c4e576682c5f5265c959c44de87 d77cf1a13093a9c0177763a915b3af54d560b2e8
6135fbb5d457b9eb3218ea645bdbecd59460ff62 6135fbb5d457b9eb3218ea645bdbecd59460ff62
6157da65f401004473b04d16c7f181ae394a2ba7 6157da65f401004473b04d16c7f181ae394a2ba7
62f14bc4f9d79102877b5ca40ff53bdec5b92847 c532502d573f4b58617ab0701be13bfd3f6f8b0a
6341104fa3d5ab49a96ae8bd129951fd283de6ec a1968ea8b10731380e2bff03110ed099f4519101
63676078d642d2559585bf4b621cd0c2954c3e03 95c05b3e8d9685b63e7c318f85aff77598bc6168
637a8fed12048f4559a10f0a98e2c3513c7e5fc0 397edc286bc30b985fc263d4be2c10f65d4cb167
637fcb985be9488883162c891d876d7509df257e 09bada4d43b948524b4d5d1a2d897b3be6a4c385
63b9d5585d73f5160b128961ce7a865ffa5a6e30 63b9d5585d73f5160b128961ce7a865ffa5a6e30
642be3ccb7a46879ab972b9b8fb1e441b6576f2d 642be3ccb7a46879ab972b9b8fb1e441b6576f2d
64c68ed8a692df63e3c6f59fff6d66f8bd251966 e57652c0b51361948cf383ab7e5388a92c4ad32f
64ef616ac18f4b8cb14b4d4a33283a549351c055 6e035dccc6d1b532d4097451ac4555a231041f7d
6541a9c0351d17b4f77cf9493d211998e96e22e9 594f0129daafb07b94643bf5ce37b5aacceb5413
65b6ac27fcab6bf5af8340433d84b949cc41dd0d 20a868b0e7abf843eacd7c2d0fdcaaef0d5064ad
65cff30e671ecf86f833adccb4d43f17bb968459 c2d5401333ccc3e72b0380f055d3664a5e1b9a60
6628005cda91269102aa050e80336949e001a161 f1e5eddb7f59567d6350d3bb63b86c9238b9f9d9
663e9bccf41235218531009eaa82400cea4476f1 4fcaa116a3a51b23c5cb973939da005ab4de12a6
665fc63e26d0bfae29fa152b3710aba1a42d3d4e 1d7222749909629818f6d170aee9880c277fdd93
66e8dd3ea819227d59e1888f36ab7cf53501486f f4536bb6da0fe139192288c1a04781d5b3313117
677a19d87b82432ff74dcb948ac3db674ae724f9 d311363e8e8a28970dbbfc30857cbf580e139199
68356a245b32d8bf01bd9f38ca60c1e29b46b6a3 b94cda26f5d38395a009080d9c73c76cad495eca
683f2822ce9717265a7c35eaa866b99025a616ca e5fbc137f9852d5cb2afcf047b411eda0779aac8
68498f47b6de11bb37067dba0d82e548bee777fc 045f0e9b3419ba7c3f837029fd46f93ffb30b528
68b252d5bf85b70bee87e27df5f9268c495ff5e9 4bc087e4254786268acdff2f6cf2e19a8b935384
68ca037ff6fca779e684b421331edd4bddff87dd ddc7a0225dd64ac9af205a247c58ba70d848f056
68f4847a99d0cf4b7f3e382b749df8095e8052c8 bce7c81b7adc2a4b67590032828e621077d070ab
6905dace7756e24c9d3452959840ac25a708a190 6905dace7756e24c9d3452959840ac25a708a190
692e0235b0b2367f4ff35ae0600f9e00ff91bde5 ea2286f1a47b1fd8a32e6d48cb314622660d8376
6946c42dc8ed65923ca0b9dca7a3379f2483dce8 8582be3dcbf12e46886cb96aca09f051c0731ccc
694b43a99655f8bfaeb387cb182563c087446515 da6077b24ca7f2808376023f6d951d0fd67289c3
699768839e3ef39cfc2a2d1adddca8cc4f8f0240 67199a1027dd20e85febf41dc046ddef4cfba33c
69be06d86f1a4b2193a8c0c48bbbee9083c9d057 32db707c9ff2b5073a6b893b0f5c3706a498fbcf
6a0b9a4a455956193aac5934a4acad0ada34ef9f 2c171814bc9c51231f92c61f5841cf4f2581ac3d
